MAHALLE_KOY_NO,MAHALLE_KOY_ADI
4159,SERHAT
4160,«AYBAﬁI
4161,KONUKSEVER
4162,KALENDER
4163,ATA
4164,MUSTAFA KEMAL
4165,CUMHUR›YET
4166,›N÷N‹
4167,KUB›LAYBEY
4168,SAL›MBEY
4169,FEVZ› «AKMAK
4170,KAZIM KARABEK›R
4171,DEDEﬁEN
4172,DURAN«AM
4173,KUZUPINARI
4174,K÷PR‹L‹MERKEZ
4175,H‹RR›YET
4176,ALA«AM MAHALLES›
4177,AVCILAR MAHALLES›
4178,ORTAKENT
4179,ATALAR
4180,SELAMVERD›
4181,MERKEZ
4182,DO–RULAR
4183,MERKEZ
4184,AﬁA–I HACILAR
4185,CUMHUR›YET
4186,KALE
4187,MUSAZADE
4188,YEM›ﬁL›K
4189,YUKARI HACILAR
4190,BO–AZ›«›
4191,«ARﬁI
4192,DERE
4193,ORTA
4194,BALCIO–LU
4195,«AYA–ZI
4196,YEN›MAHALLE
4197,«AMLIK
4198,YEN›YOL
4199,MERKEZ
4200,AKSU
4201,G‹NDO–DU
4202,BUCAK
4203,MERKEZ KULED›B›
4204,ORTAHOPA
4205,SUNDURA
4206,YUKARI KULED›B›
4207,SUG÷REN
4208,CUMHUR›YET
4209,CUMHUR›YET
4210,SEL›M›YE
4211,UZUNYALI 
4212,K‹RE
4213,DAMAR
4214,ARMUTLU
4215,S÷–‹TL‹
4216,YEN›K÷Y
4217,ERDEMLER
4218,«ORUH
4219,L›VANE
4220,SANCAK
4221,KA«KAR
4222,KARABA–LAR
4223,CUMHUR›YET
4224,«ARﬁI
4225,EYM›R
4226,HIDIRBABA
4227,H›SAR
4228,YEﬁ›L YEN›CE
4229,AK«AY
4230,YEN›
4231,MADRAN
4232,YAZIKENT
4233,AKSEK›
4234,AKYAKA
4235,ALAMUT
4236,ALH›SAR
4237,ALTINTAﬁ
4238,AMASYA
4239,ASMAK÷Y
4240,BAﬁALAN
4241,«AMLIDERE
4242,DUTA–A«
4243,D‹MEN
4244,G‹NEYK÷Y
4245,G‹NEYYAKA
4246,G‹RE
4247,G‹VEN›R
4248,HAYDERE
4249,HIﬁIMLAR
4250,KAKKALAN
4251,KAMIﬁLAR
4252,KARAAHMETLER
4253,KAVAKLI
4254,KAZANDERE
4255,KEMER
4256,KILAVUZLAR
4257,KIZILCA
4258,KIZILTEPE
4259,KONAKLI
4260,KOYUNCULAR
4261,K÷RTEKE
4262,OLUKBAﬁI
4263,OSMAN›YE
4264,÷RENC›K
4265,÷RENTAHT
4266,÷RMEPINAR
4267,÷RT‹L‹
4268,PINARLI
4269,SEK›
4270,SIRMA
4271,T‹T‹NC‹LER
4272,YAKAK÷Y
4273,YEN›CE
4274,YEN›K÷Y
4275,YEﬁ›L«AM
4276,Z›YARETL›
4277,ER›CEK
4278,G‹NDO–AN
4279,KIZILDERE
4280,MURATDA–I
4281,ORTAK«I
4282,SAVCILLI
4283,›ST›KLAL
4284,KAM›LPAﬁA
4285,‹«EYL‹L
4286,ZAFER
4287,FESLEK
4288,GELENBE
4289,MENDERES
4290,KAYABURNU
4291,K›RAZDERES›
4292,CUMHUR›YET
4293,HAM›TABAT
4294,SARIO–LU
4295,SO–ANCILAR
4296,ﬁEVKET›YE
4297,YEN›
4298,AK«AOVA
4299,AKDAM
4300,ALABAYIR
4301,ALTINOVA
4302,BA–LARBAﬁI
4303,BAH«EARASI
4304,BED›RLER
4305,BEREKET
4306,B÷L‹NT‹
4307,BUCAKK÷Y
4308,CAMIZA–ILI
4309,CUMALI
4310,«ALTI
4311,«ATAK
4312,«÷–‹RL‹K
4313,DEREL›
4314,DO–ANYURT
4315,DORUMLAR
4316,DUTLUOLUK
4317,ELDERES›
4318,ESENTEPE
4319,ESK›«›NE
4320,EVC›LER
4321,G÷KYAKA
4322,HACIPAﬁALAR
4323,HALLA«LAR
4324,›BRAH›MKAVA–I
4325,KABATAﬁ
4326,KAHRAMAN
4327,KARAHAYIT
4328,KARAKOLLAR
4329,KARANF›LLER
4330,KARGI
4331,KASAR
4332,KAVﬁIT
4333,KIRKIﬁIK
4334,KIRKSAKALLAR
4335,KIZILG‹NEY
4336,KURUK÷Y
4337,MUTAFLAR
4338,OVACIK
4339,÷ZEREN
4340,SARA«LAR
4341,SARNI«K÷Y
4342,SO–UKOLUK
4343,SUBAﬁI
4344,TAﬁOLUK
4345,TATARMEM›ﬁLER
4346,TEPEK÷Y
4347,TOP«AM
4348,‹NL‹CE
4349,YA–CILAR
4350,YEN›K÷Y
4351,YOLBOYU
4352,Y‹R‹KLER
4353,ALTINABAT
4354,HASANLAR
4355,KABALAR
4356,KADILAR
4357,SA–LIK
4358,SARIK÷Y
4359,SEFERLER
4360,S÷–‹TC‹K
4361,UMUR
4362,YEﬁ›LK÷Y
4363,BALAT
4364,BATIK÷Y
4365,DEN›ZK÷Y
4366,YALIK÷Y
4367,AKYEN›K÷Y
4368,AKB‹K
4369,H›SAR
4370,YEN›
4371,ALTINKUM
4372,CUMHUR›YET
4373,«AMLIK
4374,EFELER
4375,MAV›ﬁEH›R
4376,MERS›NDERE
4377,FEVZ›PAﬁA
4378,AKK÷Y
4379,ZEYBEK
4380,FAT›H
4381,ILICABAﬁI
4382,›ST›KLAL
4383,ADNAN MENDERES
4384,CUMA
4385,CUMHUR›YET
4386,G‹ZELH›SAR
4387,HASANEFEND› RAMAZANPAﬁA 
4388,KEMER
4389,K÷PR‹L‹ VEYS›PAﬁA
4390,KURTULUﬁ
4391,MESUD›YE
4392,MEﬁRUT›YET
4393,ORTA
4394,OSMANYOZGATLI
4395,ZAFER
4396,YED›EYL‹L
4397,M›MARS›NAN
4398,EFELER
4399,ATA
4400,G›RNE
4401,«EﬁTEPE
4402,OVAEYM›R
4403,TEPEC›K
4404,DALAMA
4405,UMURLU
4406,ALATEPE
4407,AMBARCIK
4408,ARMUTLU
4409,BADEML›
4410,BALIKK÷Y
4411,BALTAK÷Y
4412,B÷CEKK÷Y
4413,«›FTL›KK÷Y
4414,DA–EYM›R›
4415,DAN›ﬁMENT
4416,DO–AN
4417,G÷LH›SAR
4418,G÷ZPINAR
4419,HOROZK÷Y
4420,IﬁIKLI
4421,KADIK÷Y
4422,KALFAK÷Y
4423,KARAK÷Y
4424,KARDEﬁK÷Y
4425,KENGER
4426,KIZILCAK÷Y
4427,KONUKLU
4428,KUYULU
4429,MESUTLU
4430,SAVRANDERE
4431,SIRALILAR
4432,ﬁAHNALI
4433,ﬁEVKET›YE
4434,TEPEK÷Y
4435,YEN›K÷Y
4436,YILMAZK÷Y
4437,ZEYT›NK÷Y
4438,ALANLI
4439,DEREK÷Y
4440,G÷DRENL›
4441,KARAHAYIT
4442,KIRIKLAR
4443,KOZALAKLI
4444,KULO–ULLAR
4445,YA–CILAR
4446,YEN›K÷Y
4447,AﬁA–IKAYACIK
4448,«AYY‹Z‹
4449,E–R›KAVAK
4450,EM›RDO–AN
4451,G÷LC‹K
4452,›LYASDERE
4453,›MAMK÷Y
4454,KOCAG‹R
4455,KUYUCULAR
4456,MUSLUCA
4457,PINARDERE
4458,ORTAK÷Y
4459,SER«EK÷Y
4460,TERZ›LER
4461,YUKARIKAYACIK
4462,ALANG‹LL‹
4463,BOZK÷Y
4464,«AMK÷Y
4465,«ARIKLAR
4466,DA–KARAA–A«
4467,DA–YEN›
4468,DAMPINAR
4469,HAB›BLER
4470,KARAA–A«LI
4471,KIZILCAGED›K
4472,MEﬁEL›
4473,÷MERBEYL›
4474,RE›SK÷Y
4475,TURANLAR
4476,‹Z‹ML‹
4477,ABDURRAHMANLAR
4478,BALAT«IK
4479,DEREK÷Y
4480,G‹M‹ﬁK÷Y
4481,G‹M‹ﬁYEN›K÷Y
4482,KIZILCAPINAR
4483,MORALI
4484,NA›PL›
4485,NEﬁET›YE
4486,SELAT›N
4487,TEK›N
4488,UZUNKUM
4489,HIDIRBEYL›
4490,MURSALLI
4491,ORTAKLAR
4492,CAM›KEB›R
4493,›STASYON
4494,MESUD›YE
4495,PARK
4496,YED›EYL‹L
4497,YEN›
4498,KURTULUﬁ
4499,ZAFER
4500,PALAMUT
4501,ATAT‹RK
4502,CUMHUR›YET
4503,H‹RR›YET
4504,›ST›KLAL
4505,ARPADERE
4506,ACARLAR
4507,AK«EﬁME
4508,ARZULAR
4509,BEYK÷Y
4510,DEREA–ZI
4511,E–REK
4512,ERBEYL›
4513,GERENKOVA
4514,HACIAL›OBASI
4515,HAM›TLER
4516,›K›ZDERE
4517,›SAFAKILAR
4518,KARABA–
4519,KARAG÷ZLER
4520,K÷PR‹OVA
4521,OSMANB‹K‹
4522,SANDIKLI
4523,SINIRTEKE
4524,ﬁ›R›NDERE
4525,YAZIDERE
4526,ALEMLER
4527,AﬁA–IG÷RLE
4528,ATAK÷Y
4529,B›NGE«
4530,«AMARASI
4531,DEDELER
4532,DEREK÷Y
4533,D›KMEN
4534,G‹ZELBEYL›
4535,G‹ZELK÷Y
4536,HACIHIDIRLAR
4537,IﬁIKLAR
4538,KARABA–LAR
4539,KARACA÷REN
4540,NARGED›K
4541,YEﬁ›LK÷Y
4542,PALAMUT«UK
4543,TEKEL›LER
4544,TEPEC›K
4545,YAYKIN
4546,YAZIR
4547,YEN›K÷Y
4548,YEﬁ›LYURT
4549,YOLALTI
4550,YOL‹ST‹
4551,BAH«EK÷Y
4552,«AMK÷Y
4553,ESEN«AY
4554,ATAEYM›R
4555,GEYRE
4556,YEN›CE
4557,B‹Y‹KDA–LI
4558,CAB›
4559,CUMA
4560,K‹«‹KDA–LI
4561,YAYLALI
4562,BEREKETL›
4563,YUKARI G÷RLE
4564,BAYRAKTEPE
4565,IﬁIKLAR
4566,ORTA
4567,T‹T‹NL‹K
4568,YEN›
4569,ABAK
4570,AK«AABAT
4571,CUMALAR
4572,«OBAN›SA
4573,EKT›RL›
4574,G÷LC‹K
4575,G‹NEYK÷Y
4576,HAT›PKIﬁLASI
4577,KOVUK
4578,MER›«LER
4579,MUTLUCA
4580,OVAPINARI
4581,÷MERLER
4582,ﬁENK÷Y
4583,TEKELER
4584,ULUKONAK
4585,UMCULAR
4586,YAHﬁ›LER
4587,AKMESC›T
4588,BA–CILAR
4589,B›RC›
4590,B‹Y‹KDERE
4591,C›NC›N
4592,«AKMAR
4593,«ALLI
4594,«EﬁMEK÷Y
4595,«ULHALAR
4596,DEDEK÷Y
4597,DEREK÷Y
4598,ESENTEPE
4599,GAFFARLAR
4600,G‹D‹ﬁL‹
4601,HAL›LBEYL›
4602,HAYDARLI
4603,KARAA–A«
4604,KARADUT
4605,KASAPLAR
4606,KIZILCAB÷L‹K
4607,KIZILKAYA
4608,KULLAR
4609,KUﬁLARBELEN›
4610,MERS›NBELEN›
4611,SAPALAN
4612,SATILAR
4613,SOBUCA
4614,ﬁAH›NC›LER
4615,ﬁENK÷Y
4616,TAﬁK÷Y
4617,TEKEL›
4618,TI–ILLAR
4619,T›M›NC›LER
4620,YA–CIDERE
4621,YA–HANLI
4622,«AKIRBEYL› B.M
4623,BO–AZ›«›
4624,BOYDERE
4625,EVSEKLER
4626,G÷ZKAYA
4627,HACIHAMZALAR
4628,KARACA÷REN
4629,ORHAN›YE
4630,ZEYT›NK÷Y
4631,G‹NDO–AN
4632,ORTA
4633,YEN›
4634,BA–ARCIK
4635,BIYIKLI
4636,YEN›K÷Y
4637,ATAT‹RK
4638,ADNAN MENDERES
4639,ALTIEYL‹L
4640,«ARﬁI
4641,SERDARO–LU
4642,SO–UKKUYU
4643,AHATLAR
4644,AK«AK÷Y
4645,BAKLAK÷Y
4646,BAﬁ«AYIR
4647,BEYK÷Y
4648,CUMADERE
4649,CUMAYANI
4650,«›FTL›KK÷Y
4651,G÷KK›R›ﬁ
4652,G‹NDO–AN
4653,G‹ZELK÷Y
4654,ILIDA–
4655,KARATEPE
4656,KETENYER›
4657,KIRAN
4658,KIZILCAK÷Y
4659,KIZILCAYER
4660,KO«AK
4661,MENTEﬁELER
4662,MEZEK÷Y
4663,SARI«AM
4664,OVAK÷Y
4665,UZUNDERE
4666,YAVUZK÷Y
4667,«INARK÷Y
4668,K›RAZLI
4669,SO–UCAK
4670,YAYLAK÷Y
4671,YEN›K÷Y
4672,CAFERL›
4673,T‹RKMEN
4674,CAM›KEB›R
4675,DA–
4676,ALACAMESC›T
4677,CAM›AT›K
4678,HACIFEYZULLAH
4679,DAVUTLAR
4680,G‹ZEL«AMLI
4681,DE–›RMENDERE
4682,BAYRAKLIDEDE
4683,CUMHUR›YET
4684,›K›«EﬁMEL›K
4685,KADIKALES›
4686,KADINLARDEN›Z›
4687,KARAOVA
4688,YAVANSU
4689,EGE
4690,MERKEZ BEﬁEYL‹L
4691,FAT›H
4692,YEN›
4693,MUSTAFAPAﬁA
4694,BEﬁEYL‹L
4695,KURTULUﬁ (HORSUNLU)
4696,BAﬁARAN
4697,HORSUNLU
4698,KURTULUﬁ
4699,YAMALAK
4700,PAMUK÷REN
4701,AYDINO–LU
4702,CUMHUR›YET
4703,YAKUPPAﬁA
4704,BELENOVA
4705,«AMD›B›
4706,«OBAN›SA
4707,KARAPINAR
4708,KAYRAN
4709,÷REN
4710,YAYLALI
4711,YEﬁ›LDERE
4712,YUKARIYAKACIK
4713,OVACIK
4714,AKSAZ
4715,AZ›ZABAT
4716,BUCAKK÷Y
4717,DEREK÷Y
4718,GENCELL›
4719,GENCELL›DERE
4720,›–DEC›K
4721,MUSAKOLU
4722,TAﬁOLUK
4723,PAMUCAK
4724,SARICAOVA
4725,Y÷RE
4726,AKSU
4727,APAKLAR
4728,AﬁA–I ÷RENC›K
4729,AﬁA–I YAKACIK
4730,BA–CILLI
4731,BAYINDIR
4732,BE–ERL›
4733,BEK›RLER
4734,BEREKETL›
4735,«ATAK
4736,«AYLI
4737,«OBANLAR
4738,DEM›RC›LER
4739,DEREA–ZI
4740,DEREBAﬁI
4741,DUALAR
4742,ESENK÷Y
4743,ESENTEPE
4744,EYCELL›
4745,GED›K
4746,GED›KALTI
4747,HAM›D›YE
4748,HAMZALLI
4749,HASK÷Y
4750,HAYDARLI
4751,H›SARCIK
4752,IﬁIKLAR
4753,KAHVEDERES›
4754,KARAHALLI
4755,KARDEﬁK÷Y
4756,KAVACIK
4757,KESTEL
4758,KETENDERE
4759,KETENOVA
4760,KIRCAKLI
4761,KIZILDERE
4762,KOCAKES›K
4763,KOZDERE
4764,KUﬁ«ULAR
4765,MESC›TL›
4766,OVACIK
4767,RAHMANLAR
4768,SA›LER
4769,SAMA›LL›
4770,YAYLAPINAR
4771,ﬁ›MﬁELL›
4772,TOYGAR
4773,UZUN«AM
4774,YALINKUYU
4775,YAZIRLI
4776,YELL›CE
4777,YUKARI ÷RENC›K
4778,ALTINTAﬁ
4779,AYDO–DU
4780,CUMHUR›YET
4781,«APAHASAN
4782,DUMLUPINAR
4783,KARA«AY
4784,KURTULUﬁ
4785,PINARBAﬁI
4786,S‹MER
4787,TURAN
4788,YEN›
4789,YEﬁ›L
4790,YILDIZTEPE
4791,ZAFER
4792,YEﬁ›LYURT
4793,›ST›KLAL
4794,AKPINAR
4795,P›RL›BEY
4796,SEV›ND›KL›
4797,DURASILLI
4798,G‹ZELK÷Y
4799,DALLICA
4800,›SABEYL›
4801,BOZYURT
4802,OCAKLI
4803,PRF.MUAMMER AKSOY
4804,ﬁ›R›NEVLER
4805,YEN›SANAY›
4806,ARSLANLI
4807,KAﬁIK«ILAR
4808,SARIKEMER
4809,SAVUCA
4810,SAZLI
4811,YEN›DO–AN
4812,G‹LL‹BAH«E
4813,ATBURGAZI
4814,BA–ARASI
4815,CUMHUR›YET
4816,«ELT›K«›
4817,FEVZ›PAﬁA
4818,KEMALPAﬁA
4819,KONAK
4820,YEN›CAM›
4821,YEN›KENT
4822,ATAT‹RK
4823,A–A«LI
4824,AK«AKONAK
4825,ARGAVLI
4826,AVﬁAR
4827,«ALIK÷Y
4828,G÷LBENT
4829,KARACAHAYIT
4830,÷ZBAﬁI
4831,SER«›N
4832,YAMA«
4833,YEﬁ›LK÷Y
4834,DO–ANBEY
4835,TUZBURGAZI
4836,YUVACA
4837,AK«AKAYA
4838,ARSLANYAYLASI
4839,AVCILAR
4840,BAYIRDAMI
4841,BURUNK÷Y
4842,«ALIﬁLI
4843,«AVDAR
4844,DEM›R«AY
4845,G‹NEYYAKA
4846,G‹ZELTEPE
4847,KARAATLI
4848,KARAKAYA
4849,KAYGILLI
4850,K›S›R
4851,K÷PR‹ALAN
4852,NALBANTLAR
4853,PAMUK«ULAR
4854,SAYRAK«I
4855,SOFULAR
4856,YEN›K÷Y
4857,ESK›H›SAR
4858,G‹VEND›K
4859,KABACA
4860,KAVAKLI
4861,MALGA« EM›R
4862,MALGA« MUSTAFA
4863,DEM›RHAN
4864,›NCEALAN
4865,KILAVUZLAR
4866,UZUNLAR
4867,YA–DERE
4868,KURTULUﬁ
4869,REKMEZ
4870,ZAFER
4871,BEﬁEYL‹L
4872,H›SAR
4873,SALAVATLI
4874,AT«A
4875,«ARﬁI
4876,DO–U
4877,H‹K‹MET
4878,YEN›
4879,ALHAN
4880,AL›O–ULLAR
4881,«AVDARK÷Y
4882,«ULHAN
4883,DEREK÷Y
4884,D›REC›K
4885,DONDURAN
4886,E–R›DERE
4887,HACIK÷SELER
4888,HAMZABALI
4889,KARACA÷REN
4890,KARA«AKAL
4891,KOYUNLAR
4892,PAﬁAK÷Y
4893,AK«AK÷Y
4894,KES›RVEN
4895,ASLIHAN
4896,ASLIHAN TEPEC›–›
4897,ATK÷Y
4898,AYNAO–LU
4899,AYﬁEBACI
4900,AYVATLAR
4901,BALIKLI
4902,B‹Y‹KBOSTANCI
4903,«ANDIR
4904,«AYIRH›SAR
4905,«›FTL›KK÷Y
4906,«›NGE
4907,DERE«›FTL›K
4908,G÷KK÷Y
4909,HALALCA
4910,›NKAYA
4911,K‹PELER
4912,AL›A–A
4913,BA–ALAN
4914,BAH«EDERE
4915,BEﬁPINAR
4916,«AMK÷Y
4917,«UKURH‹SEY›N
4918,DALLIMANDIRA
4919,DEREK÷Y
4920,ERTU–RUL
4921,KARAKAVAK
4922,KARAMANLAR
4923,KOZ÷REN
4924,KUTLUD‹–‹N
4925,KUYUALAN
4926,MACARLAR
4927,MERYEMDERE
4928,SARIALAN
4929,KONAKPINAR
4930,ATAK÷Y
4931,AYVACIK
4932,BAYAT
4933,BEREKETL›
4934,BOZEN
4935,«AKILLIK
4936,«INARLIDERE
4937,«›FT«›DERE
4938,DEDEBURNU
4939,D›ﬁBUDAK
4940,KARABEYLER
4941,KILCILAR
4942,K›RAZK÷Y
4943,K›RAZPINAR
4944,KOZDEREG‹VEM
4945,KUﬁKAYA
4946,SIVATPINAR
4947,TAﬁK÷Y
4948,TAﬁPINAR
4949,TAYY›PLER
4950,TURNALAR
4951,YEﬁ›LLER
4952,KABAKLI
4953,KARAMAN
4954,K÷SELER
4955,K÷YL‹ K÷Y‹
4956,K‹«‹KBOSTANCI
4957,ORHANLI
4958,ORTAMANDIRA
4959,OVABAYINDIR
4960,OVAK÷Y
4961,PAﬁAK÷Y
4962,SEL›M›YE
4963,T‹RKAL›
4964,YAKUPK÷Y
4965,YEN›CE
4966,G÷K«E÷REN
4967,KARAKAYA
4968,K‹RSE
4969,ALTIEYL‹L
4970,GAZ›OSMANPAﬁA
4971,G‹M‹ﬁ«EﬁME
4972,HACI›LBEY
4973,H.BASR› «ANTAY
4974,1.G‹NDO–AN
4975,2.G‹NDO–AN
4976,P›LEVNE
4977,KASAPLAR
4978,D›NK«›LER
4979,NERG›Z
4980,AKARSU
4981,PAMUK«U
4982,YEﬁ›LYURT
4983,BO–ATEPE
4984,BAH«EL›EVLER
4985,YILDIZ
4986,S‹TL‹CE
4987,AL› «ET›N KAYA
4988,FEVZ›PAﬁA-VEHB›BEY
4989,150EVLER
4990,SAH›LKENT
4991,K‹«‹KK÷Y
4992,ALTINOVA
4993,FETH›YE
4994,HAMD›BEY
4995,HAYRETT›NPAﬁA
4996,›SMETPAﬁA
4997,GAZ› KEMAL PAﬁA
4998,M›THATPAﬁA
4999,NAMIKKEMAL
5000,SAKARYA
5001,ZEK›BEY
5002,KAZIM KARABEK›R
5003,SEFA«AMLIK
5004,YEN›MAHALLE
5005,BA–Y‹Z‹
5006,«AMOBA
5007,HACIVEL›LER
5008,MURATEL›
5009,MUTLU
5010,TIFILLAR
5011,T‹RK÷Z‹
5012,YEN›K÷Y
5013,AK«APINAR
5014,BEﬁ›KTEPE
5015,BULUT«EﬁME
5016,«AKMAK
5017,KARAAYIT
5018,KIRCALAR
5019,ODABURNU
5020,‹«KABAA–A«
5021,AKBAﬁ
5022,AL›DEM›RC›
5023,BENG›LER
5024,«AKALLAR
5025,«ALOVA
5026,«AMAVﬁAR
5027,«AMUCU
5028,«›–DEM
5029,«UKURCAK
5030,DEREK÷Y
5031,DO–ANLAR
5032,«ARMIK
5033,FARSAK
5034,G÷KTEPE
5035,HAB›PLER
5036,HACIH‹SEY›N
5037,HAVUTBAﬁI
5038,KADIK÷Y
5039,KAﬁIK«I
5040,KAVAKALANI
5041,KOCAB‹K
5042,MEDRESE
5043,M‹STECAP
5044,NARLI
5045,PATLAK
5046,SEM›ZK÷Y
5047,YAYLACIK
5048,YAZLIK
5049,DAN›ﬁMENT
5050,DE–›RMENDERE
5051,G÷LOBA
5052,KAYAPINAR
5053,KOYUNER›
5054,MANCILIK
5055,ORHANLAR
5056,÷RENK÷Y
5057,G÷KMUSA
5058,KARACAH›SAR
5059,KARLIK
5060,KAYALAR
5061,S÷B‹CEALAN
5062,YARIﬁALANI
5063,YEN›KAVAK
5064,ENVERPAﬁA
5065,KOCACAM›
5066,ILICA
5067,«ALIﬁKANLAR
5068,PAﬁAKONAK
5069,PAﬁAKENT
5070,KARA«ALILIK
5071,KAYACIK
5072,ALTIY‹ZEVLER
5073,BENTBAﬁI
5074,«INARLI
5075,DERE
5076,G‹NAYDIN
5077,HACIYUSUF
5078,HAYDAR«AVUﬁ
5079,›HSAN›YE
5080,PAﬁABAYIR
5081,PAﬁAMESC›T
5082,ONYED›EYL‹L
5083,SUNULLAH
5084,YEN›
5085,AYYILDIZ
5086,100.YIL 
5087,LEVENT
5088,AKSAKAL
5089,ED›NC›K
5090,KUﬁCENNET›
5091,AK«APINAR
5092,BEREKETL›
5093,«AKILK÷Y
5094,DEDEOBA
5095,DO–RUCA
5096,DUTL›MAN
5097,EMRE
5098,ER›KL›
5099,ESK›Z›RAATL›
5100,MAHBUBELER
5101,÷MERL›
5102,SAH›L YEN›CE
5103,YEN›SI–IRCI
5104,YEN›YEN›CE
5105,YEN›Z›RAATL›
5106,DO–A
5107,ERG›L›
5108,K›RAZLI
5109,YEﬁ›L«ONLU
5110,BEYK÷Y
5111,BEZ›RC›
5112,«ARIKK÷Y
5113,«EPN›
5114,«›NGE
5115,DO–ANPINAR
5116,G÷LYAKA
5117,HIDIRK÷Y
5118,K‹LEFL›
5119,M›SAK«A
5120,ORHAN›YE
5121,ﬁ›R›N«AVUﬁ
5122,ADALI
5123,BABAK÷Y
5124,BADEML›
5125,BALATLI
5126,BE–END›KLER
5127,BEK›RLER
5128,DERE «ERKES
5129,«AMK÷Y
5130,«AY‹ST‹
5131,«EK›RDEKL›
5132,«ER›BAﬁI
5133,DAVUTLAR
5134,DEDE«INAR
5135,D›KKONAK
5136,DO–AN«AM
5137,DURASILAR
5138,ELYAPAN
5139,EM›RLER
5140,HAM›D›YE
5141,H›SARK÷Y
5142,IﬁIKLAR
5143,›LYASLAR
5144,KADIK÷Y
5145,KARGIN
5146,KAYALIDERE
5147,KAYIRLAR
5148,KOZPINAR
5149,MEC›D›YE
5150,OK«ULAR
5151,÷ZG÷REN
5152,SALMANLI
5153,TURFULLAR
5154,YEN›K÷Y
5155,YOLBAﬁI
5156,YA–CIBED›R
5157,Y÷R‹CEKLER
5158,«A–Iﬁ
5159,AKYAR
5160,BAﬁ«EﬁME
5161,«÷MLEK«›
5162,DE–›RMENL›
5163,ESENL›
5164,G‹VEM«ETM›
5165,K‹«‹KYEN›K÷Y
5166,YEﬁ›LDERE
5167,YA–CILAR
5168,ALANK÷Y
5169,ALTINLAR
5170,AﬁA–I«AMLI
5171,AﬁA–IG÷CEK
5172,BOZB‹K
5173,«ITAK
5174,DAVUT«A
5175,D‹NDARCIK
5176,HACI÷MERDERES›
5177,›–C›LER
5178,KALAFAT
5179,KARABAH«E
5180,KIRCA
5181,KIZIL«UKUR
5182,K÷SELER
5183,K‹RS‹
5184,MEYVALI
5185,OK«ULARYER›
5186,PANAYIR
5187,TOPALAK
5188,TOZA–AN
5189,YUKARI«AMLI
5190,YUKARIG÷«EK
5191,›SKELEK÷Y
5192,ABACI
5193,CAM›
5194,«AVUﬁ
5195,KUYU
5196,ORTA
5197,SERV›
5198,FETH›BEY
5199,04.09.2025
5200,EMEK
5201,OSMANCA
5202,AL› «ET›NKAYA
5203,H‹RR›YET
5204,GER›ﬁ
5205,H.AHMET
5206,›SKELE
5207,KOCACAM›
5208,MAHKEME
5209,MEM›ﬁ
5210,÷REN
5211,YUNUS
5212,CUMHUR›YET
5213,÷–RETMENLER
5214,BAH«EL›EVLER
5215,PEL›TK÷Y
5216,A–ACIK
5217,AVUNDUK
5218,BAHADINLI
5219,B÷REZL›
5220,«ALLI
5221,«AMTEPE
5222,«ORUK
5223,DAMLALI
5224,DUTLUCA
5225,HACIBOZLAR
5226,H›SARK÷Y
5227,KARADERE
5228,KIRTIK
5229,KIZIKLI
5230,KURUCAOLUK
5231,KUYUCAK
5232,KUYUMCU
5233,S‹BEYL›DERE
5234,ﬁAH›NLER
5235,ﬁARK÷Y
5236,TAHTACI
5237,TAYLIEL›
5238,YABANCILAR
5239,YAYLACIK
5240,YUNUSLAR
5241,ADA÷REN
5242,AKBAﬁLAR
5243,AKYAYLA
5244,ALA«AM
5245,ARIKLAR
5246,AﬁA–I MUSALAR
5247,AﬁA–I YA–CILAR
5248,AZ›Z›YE
5249,BAYIRY‹Z‹ G‹NEY
5250,BEYEL
5251,BOYALICA
5252,B‹Y‹KAK«AALAN
5253,«AMK÷Y
5254,«ANAK«I
5255,«ATAL«AM
5256,«EL›KLER
5257,«INARK÷Y
5258,DE–›RMENC›LER
5259,DEL›CE
5260,DURABEYLER
5261,GAZELL›DERE
5262,G÷B‹L
5263,G÷K«EPINAR
5264,G‹–‹
5265,HACIAHMETPINARI
5266,HACILAR
5267,DODURGA
5268,HASANLAR
5269,HONDULAR
5270,IﬁIKLAR
5271,›RFAN›YE
5272,›SMA›LLER
5273,KARAMANLAR
5274,KARAPINAR
5275,KAVAKK÷Y
5276,KIZILCADERE
5277,KIZIL÷Z
5278,KURTLAR
5279,OSMAN›YE
5280,RAMAZANLAR
5281,RES‹LLER
5282,REﬁAD›YE
5283,SA«AYAK
5284,SA–IRLAR
5285,SAKIZK÷Y
5286,SEL›MA–A
5287,S›NDERLER
5288,TAFAK
5289,ﬁENK÷Y
5290,TAﬁKES›–›
5291,TEPEK÷Y
5292,TURNACIK
5293,YASSI÷REN
5294,YUKARIMUSALAR
5295,YUKARIYA–CILAR
5296,G÷K«EDA–
5297,ALAG‹NEY
5298,«ALTICAK
5299,«AMHARMAN
5300,DEM›RC›LER
5301,DEREK÷Y
5302,DO–ANCILAR
5303,H›ND›KLER
5304,HOPANLAR
5305,KARAG÷Z
5306,KARDEﬁLER
5307,KAZ›M›YE
5308,KUZK÷Y
5309,K‹«‹KAK«AALAN
5310,MAHMUT«A
5311,÷RENK÷Y
5312,POYRACIK
5313,SARIS›PAH›LER
5314,TEZL›K
5315,YUNUSLAR
5316,KAVACIK
5317,BEYCE
5318,«AKIRCA
5319,ER›CEK
5320,G÷LC‹K
5321,HAMZACIK
5322,KARAKAYA
