MAHALLE_KOY_NO,MAHALLE_KOY_ADI
19145,G÷K«EKUYU
19146,G÷NEN
19147,G‹NDO–DU
19148,KARABAYAT
19149,‹«PINAR
19150,YUNUSLAR
19151,DUMANLI
19152,AK«APINAR
19153,ARSLANTAﬁ
19154,AYDINKIﬁLA
19155,BA–YURDU
19156,BOZDAM
19157,HACILAR
19158,IﬁIKLAR
19159,KARACAARDI«
19160,KARACAH›SAR
19161,KARAYAHYA
19162,KAYAPINAR
19163,KINIK
19164,KOZA–A«
19165,KUﬁ«A
19166,K‹«‹KH›SARLIK
19167,PINARCIK
19168,SAZLI
19169,TARLABAﬁI
19170,TEPEARASI
19171,ULUPINAR
19172,YALNIZCA
19173,YAZDAMI
19174,YELBEY›
19175,YOL÷REN
19176,ARMUTLU
19177,AYVALICA
19178,KAYACILAR
19179,KIZIL«AKIR
19180,K›LDERE
19181,TAﬁBAﬁI
19182,YEN›K÷Y
19183,BAYBA–AN
19184,ELMAA–A«
19185,HACIYUNUSLAR
19186,KARABAYIR
19187,KOVANLIK
19188,SO–UCAK
19189,TEPEL›CE
19190,S÷–‹T
19191,«A–LAYAN
19192,DEREK÷Y
19193,HARMANPINAR
19194,H›SARLIK
19195,SORKUN
19196,SARIO–LAN
19197,HAMZALAR
19198,‹«PINAR
19199,DERE›«›
19200,CUMHUR›YET
19201,DEM›RASAF
19202,YUKARI
19203,KUZ÷REN
19204,PINARBAﬁI
19205,AH›R›G‹ZEL
19206,AT«EKEN
19207,BAH«EL›EVLER
19208,CUMHUR›YET
19209,GEMEC›K
19210,G÷KTEPE
19211,KALE
19212,KARATEPE
19213,KARﬁIYAKA
19214,KOCATEPE
19215,K÷PR‹BAﬁI
19216,‹ZERL›KTEPE
19217,YEN›YAYLA
19218,YEﬁ›L÷Z
19219,YAPALI
19220,MUTLUKONAK
19221,K‹«‹KBEﬁKAVAK
19222,G÷LYAZI
19223,G‹NY‹Z‹
19224,›NSUYU
19225,KARABA–
19226,TAﬁPINAR
19227,YEN›CEOBA
19228,BULDUK
19229,B‹Y‹KBEﬁKAVAK
19230,KAND›L
19231,KELHASAN
19232,KUﬁCA
19233,K‹T‹KUﬁA–I
19234,A–ABEYL›
19235,BEYL›OVA
19236,B÷–R‹DEL›K
19237,DAMLAKUYU
19238,HODO–LU
19239,KAYI
19240,KIRKIﬁLA
19241,SA–LIK
19242,SI–IRCIK
19243,UZUNCAYAYLA
19244,Y‹NL‹KUYU
19245,ZAFER›YE
19246,«›MEN
19247,«÷LYAYLASI
19248,KORKMAZLAR
19249,TURANLAR
19250,T‹FEK«›PINARI
19251,ADAKASIM
19252,DO–ANYURT
19253,›SHAKUﬁA–I
19254,KAﬁ÷REN
19255,TORUNLAR
19256,YUKARI AL›«OMAK
19257,G÷KPINAR
19258,K‹«‹KHASAN
19259,BAH«EL›EVLER
19260,FAT›H
19261,SEL«UK
19262,BAH«ESARAY
19263,KARﬁIYAKA
19264,HONAMLI
19265,ALISSA
19266,BA–LAR
19267,BAKKALBAﬁI
19268,BARDAKCI
19269,BARAJ
19270,CUMHUR›YET
19271,«AYBAﬁI
19272,H‹RR›YET
19273,›ST›KLAL
19274,›ZZETBEY
19275,MEYDAN
19276,YEN›DO–AN
19277,YEN›MAHALLE
19278,AL›BEYH‹Y‹–‹
19279,G‹VERC›NL›K
19280,›«ER›«UMRA
19281,KARKIN
19282,OK«U
19283,D›NEK
19284,YEN›SU
19285,T‹RKMENCAM›L›
19286,AVDUL
19287,APA
19288,ARIK÷REN
19289,ABD›TOLU
19290,ADAKALE
19291,ALEMDAR
19292,BAL«IKH›SAR
19293,BEYLERCE
19294,B‹Y‹KAﬁLAMA
19295,DEDEMO–LU
19296,D›NLEND›K
19297,ERENTEPE
19298,FETH›YE
19299,G÷KH‹Y‹K
19300,›NL›
19301,KUZUCU
19302,K‹«‹KK÷Y
19303,SE«ME
19304,S‹RG‹«
19305,TAﬁA–IL
19306,T‹RKMENKARAH‹Y‹K
19307,UZUNKUYU
19308,‹«H‹Y‹K
19309,‹R‹NL‹
19310,Y÷R‹KCAM›L›
19311,AFﬁAR
19312,APASARAYCIK
19313,«›«EK
19314,«UKURKAVAK
19315,D›NEKSARAY
19316,DO–ANLI
19317,TAHTALI
19318,DE–›ﬁ
19319,DERBENTTEKKE
19320,G‹NEYK÷Y
19321,M‹LAY›M
19322,SARAYPINAR
19323,ARAP÷Z‹
19324,«›FTL›K÷Z‹
19325,CAM››KEB›R
19326,G‹NEY
19327,HACIAHMET
19328,YUKARI
19329,S‹LEYMAN
19330,KARALAR
19331,G÷YNEM
19332,KENANKUYU
19333,MUSALLA
19334,SARAY÷N‹
19335,YEN›
19336,GENCEK
19337,«AMLIK
19338,PINARBAﬁI
19339,DURAK
19340,TAﬁLIPINAR
19341,TEPEARASI
19342,U–URLU
19343,FIRINLI
19344,›LYASLAR
19345,KEMER
19346,TEKKEK÷Y
19347,UNCULAR
19348,YAZLICA
19349,YAZIR
19350,YEN›CE
19351,KONAKKALE
19352,KO«Aﬁ
19353,AYASLAR
19354,BAﬁK÷Y
19355,«INAROBA
19356,DEﬁT›–›N
19357,KARAA–A
19358,HARMAN
19359,PAZAR
19360,DAVRAS
19361,A–A
19362,CUMA
19363,KUZ
19364,YE–›N
19365,BAﬁ
19366,ﬁIH
19367,AKMESC›T
19368,CAM›KEB›R
19369,CUMHUR›YET
19370,FAT›H
19371,KALE
19372,T‹RBE
19373,YEN›
19374,DEM›RC›
19375,IﬁIKLAR
19376,G÷L÷REN
19377,BESC›
19378,›K›ZL›
19379,KARA÷REN
19380,MEﬁEL›
19381,÷BEKTAﬁ
19382,YAMA«K÷Y
19383,ACIPINAR
19384,ADABA–
19385,AKH‹Y‹K
19386,ALHAN
19387,AﬁIKLAR
19388,BAH«EL›
19389,BELCEA–A«
19390,BEYK÷Y
19391,BEY÷REN
19392,BURHAN›YE
19393,B‹Y‹KDEDE
19394,«›LLER
19395,«›MENC›K
19396,GAYB›
19397,G÷K«EYAZI
19398,G÷KT÷ME
19399,HACIMEM›ﬁ
19400,KAMIﬁLIKUYU
19401,KARABURUN
19402,KARGACI
19403,KIZILGED›K
19404,KUSKUNCUK
19405,KUZUKUYU
19406,MELL›CEK
19407,ORHAN›YE
19408,÷ZG‹RLER
19409,PINAR÷Z‹
19410,SARICA
19411,SARITOPALLI
19412,SERV›L›
19413,TAﬁA–IL
19414,TAﬁBUDAK
19415,TATLIKUYU
19416,T‹RKMEN
19417,ULUMEﬁE
19418,YAZLIK
19419,YELL›CE
19420,YILDIZLI
19421,«AKMAK
19422,ACIKUYU
19423,AﬁA–IG÷NDELEN
19424,BULGURLUK
19425,YEN›K÷Y
19426,YUKARIG÷NDELEN
19427,BELKAYA
19428,KUT÷REN
19429,AZ›Z›YE
19430,«AYHAN
19431,ZENGEN
19432,HORTU
19433,ALPASLAN
19434,ATAKENT
19435,AYDINLAR
19436,BARBAROS
19437,BATIALAG÷Z‹
19438,500 EVLER
19439,BOYACIAL›
19440,CAHI
19441,CAM›KEB›R
19442,C›NLER
19443,«÷MLEK«›
19444,DALMAZ
19445,DO–UALAG÷ZL‹
19446,ET›
19447,FAT›H
19448,G‹LBAH«E
19449,HACIMUSTAFA
19450,HACIMUTAH›R
19451,HAM›D›YE
19452,HIDIRLI
19453,KAZANCI
19454,MEHMET AK›F
19455,M›MAR S›NAN
19456,NAMIK KEMAL
19457,ORHANGAZ›
19458,P›R÷MER
19459,SEL«UKLU
19460,S‹MER
19461,ﬁ›NAS›
19462,TALATPAﬁA
19463,T‹RBE
19464,‹«G÷Z
19465,YEN›BA–LAR
19466,YILDIRIMBEYAZIT
19467,YUNUSLU
19468,Z›YA G÷KALP
19469,TOROS
19470,MEVLANA
19471,EM›RHAN
19472,G‹NEYBA–
19473,KARASINIR
19474,BARDAS
19475,AYDO–MUﬁ
19476,DURAYDA
19477,AVCITEPE
19478,G‹RA–A«
19479,HAB›LLER
19480,KARAG‹NEY
19481,KAYAA–ZI
19482,KIZIL÷Z
19483,KURUKAVAK
19484,MEHMETAL›
19485,÷MERO–LU
19486,÷RENBOYALI
19487,SARIHACI
19488,AﬁA–IKIZILKAYA
19489,BEYREL›
19490,FAKILAR
19491,›–DE÷REN
19492,KALINA–IL
19493,KAPLANLI
19494,ODUNCU
19495,SARNI«
19496,AﬁA–IEﬁENLER
19497,«›FTEPINAR
19498,D‹LGERLER
19499,GAZ›LER
19500,K‹PL‹CE
19501,SELAHATT›N
19502,UMURLAR
19503,YA–CI
19504,YELMEZ
19505,YUKARIEﬁENLER
19506,GEREZ
19507,E–›STE
19508,DEDEML›
19509,GEZLEV›
19510,BOLAT
19511,BADEML›
19512,ARMA–ANLAR
19513,AﬁA–I HAD›M
19514,HOCALAR
19515,TAﬁPINAR
19516,G‹LPINAR
19517,G÷YN‹KKIﬁLA
19518,YEN›KONAK
19519,DOLHANLAR
19520,BAH«EL›EVLER
19521,CUMHUR›YET
19522,›VR›Z
19523,B‹Y‹KDO–AN
19524,«AKILLAR
19525,DEDEL›
19526,DEL›MAHMUTLU
19527,ESK›H›SAR
19528,KARAYUSUFLU
19529,KAYASARAY
19530,K÷RL‹
19531,K÷SERE
19532,OSMANK÷SEL›
19533,SEYD›FAKILI
19534,YASSIKAYA
19535,NERNEK
19536,YEﬁ›LYURT
19537,BAﬁLAMIﬁ
19538,BUDAK
19539,«UKURKENT
19540,DE–›RMENALTI
19541,G÷R‹NMEZ
19542,PINARBAﬁI
19543,SULUDERE
19544,TOLCA
19545,YEN›CE
19546,AKDA–
19547,CUMHUR›YET
19548,ULUPINAR
19549,«AVUﬁ
19550,›LMEN
19551,›MRENLER
19552,KIREL›
19553,K÷ﬁK
19554,MUTLU
19555,SELK›
19556,G÷«ER›
19557,BURUNSUZ
19558,«AMLICA
19559,BAH«EL›EVLER
19560,SAH›P ATA
19561,BALKI
19562,BEYKONAK
19563,«AVUﬁ«UG÷L
19564,G÷K«EYURT
19565,ARGITHANI
19566,«›–›L
19567,YUKARI«›–›L
19568,AYVATDEDE
19569,BEHL‹LBEY
19570,CAM›AT›K
19571,ESENTEPE
19572,FAHRETT›N ALTAY
19573,FAT›H
19574,ILICA
19575,›STASYON
19576,M›LL› EGEMENL›K
19577,ﬁIHBEDRETT›N
19578,ﬁIHCARULLAH
19579,UCARI
19580,A–ALAR
19581,AVDAN
19582,BARAKMUSLU
19583,BO–AZKENT
19584,BULCUK
19585,B‹Y‹KOBA
19586,«ATAK
19587,«OBANKAYA
19588,«÷MLEK«›
19589,DEREK÷Y
19590,D‹–ER
19591,ELDEﬁ
19592,GE«›TK÷Y
19593,GED›K÷REN
19594,G÷LYAKA
19595,G‹NEYPINAR
19596,HARMANYAZI
19597,›HSAN›YE
19598,KALEK÷Y
19599,KAPAKLI
19600,KARAK÷Y
19601,G÷STERE
19602,MAHMUTH›SAR
19603,MEC›D›YE
19604,M›SAF›RL›
19605,OLUKPINAR
19606,ORHAN›YE
19607,ORMAN÷Z‹
19608,SADIKK÷Y
19609,TEKELER
19610,YORAZLAR
19611,ZAFER›YE
19612,SEB›LLER
19613,BELEKLER
19614,DI–RAK
19615,G÷KBUDAK
19616,ALABA–
19617,BAKIRPINAR
19618,BEYKAVA–I
19619,BULGURPINARI
19620,«EﬁMEC›K
19621,«UBUK
19622,DEM›ROLUK
19623,HACIOFLAZLAR
19624,KAMIﬁLI÷Z‹
19625,KARASEV›N«
19626,KIZILKUYU
19627,K÷YL‹TOLU
19628,K‹«‹KKUYU
19629,MEYDANLI
19630,P›RAL›
19631,S÷–‹T÷Z‹
19632,ﬁAH÷REN
19633,TOSUNO–LU
19634,YA–LICA
19635,YAYLAYAKA
19636,KURTHASANLI
19637,AFﬁARLI
19638,BAYRAMLI
19639,HACIMEHMETL›
19640,HACIP›RL›
19641,KABACALI
19642,KARAH›SARLI
19643,KARAKURTLU
19644,KARAY‹R‹KL‹
19645,KONUR÷REN
19646,K÷KEZ
19647,MAHMUD›YE
19648,÷RNEKK÷Y
19649,PUSAT
19650,SA«IKARA
19651,SARIKAYA
19652,DO–ANLAR
19653,G‹NG÷REN
19654,›ST›KLAL
19655,KARAKAYA
19656,KAYABAﬁI
19657,PINARBAﬁI
19658,TEPEBAﬁI
19659,TURGUTLU
19660,‹NVEREN
19661,«AVDAR
19662,OSMANCIK
19663,ATLANTI
19664,BAﬁKUYU
19665,KOLUKISA BERATLI
19666,KOLUKISA MESC›T
19667,ZAFER
19668,YEN›
19669,KAYALI
19670,YEﬁ›LYURT
19671,HOTAMIﬁ
19672,›SL›K
19673,ADALET
19674,ALAADD›N
19675,APAK
19676,CUMHUR›YET
19677,«ETM›
19678,FAT›H
19679,FEVZ›PAﬁA
19680,GAZ›OSMANPAﬁA
19681,HACI ›SA
19682,HACI ÷MERL›
19683,HANKAPI
19684,›PEK«›
19685,›SMETPAﬁA
19686,KALE
19687,K‹LL‹
19688,PINARBAﬁI
19689,REﬁAD›YE
19690,SANDIKLI
19691,SEL›M›YE
19692,T‹R‹D›YE
19693,ULUS
19694,YEN›
19695,YUNUS EMRE
19696,ZAFER
19697,AK«AYAZI
19698,AK÷REN
19699,KAZANH‹Y‹–‹
19700,KESMEZ
19701,OYMALI
19702,SAZLIPINAR
19703,YA–MAPINAR
19704,«›–›L
19705,HASANOBA
19706,KARAKIﬁLA
19707,KAYACIK
19708,K‹«‹KAﬁLAMA
19709,ORTAOBA
19710,YEN›KUYU
19711,ACIDORT
19712,«ENG›LT›
19713,Z›NC›RL›
19714,OBRUK
19715,AK÷RENKIﬁLA
19716,AKSAKLI
19717,BAﬁG÷T‹REN
19718,B‹Y‹KBURNAK
19719,ESENTEPE
19720,›PEKLER
19721,KARADONA
19722,KATRANCI
19723,KIZ÷REN
19724,K÷SEAL›
19725,S‹R‹«
19726,YA–LIBAYAT
19727,YAVﬁANKUYU
19728,YEN›CE
19729,YEN›KENT
19730,AKBAﬁ
19731,BAKIRTOLU
19732,BEﬁA–IL
19733,D›VANLAR
19734,G÷«‹
19735,KARAKAYA
19736,YARMA
19737,›SM›L
19738,OVAKAVA–I
19739,HAYIRO–LU
19740,SULTAN MESUD
19741,ﬁATIR
19742,KUMK÷PR‹
19743,NAK›PO–LU
19744,ﬁEMS›TEBR›Z›
19745,ARAPLAR
19746,›ﬁGALAMAN
19747,KARAASLAN
19748,SED›RLER
19749,AZ›Z›YE
19750,BAﬁAK
19751,FET›H
19752,ERLER
19753,ORTAKONAK
19754,SAKYATAN
19755,«ATALH‹Y‹K
19756,«›MENL›K
19757,AKABE
19758,EM›RGAZ›
19759,ERENLER
19760,FEVZ›«AKMAK
19761,GAZ›OSMANPAﬁA
19762,HACIVEY›SZADE
19763,HAMZAO–LU
19764,›ST›KLAL
19765,KALENDERHANE
19766,KE«EC›LER
19767,MENGENE
19768,SARA«O–LU
19769,SARIYAKUP
19770,SEL›MSULTAN
19771,TATLICAK
19772,ULUBATLIHASAN
19773,YED›LER
19774,ALPARSLAN
19775,FAT›H SULTAN MEHMET
19776,YEﬁ›LTEPE
19777,TUZYAKA
19778,KIRKPINAR
19779,CELEP
19780,KARACADA–
19781,KOZANLI
19782,÷MERANLI
19783,Z›NC›RL›KUYU
19784,BAHADIRLI
19785,CAM›KEB›R
19786,CUMHUR›YET
19787,DE–›RMEN÷Z‹
19788,D›NEK
19789,KARAPINAR
19790,KARﬁIYAKA
19791,KEMAL›YE
19792,YEN›MAHALLE
19793,ACIKUYU
19794,MANDIRA
19795,ALTILAR
19796,ARﬁINCI
19797,BEﬁKARDEﬁ
19798,K÷STENG›L
19799,BOZAN
19800,BURUNA–IL
19801,CANIMANA
19802,D›PDEDE
19803,DO–UTEPE
19804,FEVZ›YE
19805,G÷KLER
19806,G‹ZELYAYLA
19807,H›SARK÷Y
19808,KARACADERE
19809,KIRKKUYU
19810,K÷M‹ﬁ›N›
19811,K÷ﬁKER
19812,SARIYAYLA
19813,SEY›TAHMETL›
19814,SO–UKKUYU
19815,ﬁEREFL›
19816,TAVLI÷REN
19817,YARAﬁLI
19818,YAZI«AYIRI
19819,YEﬁ›LYURT
19820,BAYAT
19821,«AYIRBA–I
19822,KAYIH‹Y‹K
19823,«UKUR«›MEN
19824,EVL›YATEKKE
19825,K›L›STRA
19826,BOTSA
19827,KARAA–A«
19828,KAYAD›B›
19829,KUMRALI
19830,SADIKLAR
19831,SARIKIZ
19832,YEﬁ›LDERE
19833,YEﬁ›LTEKKE
19834,ERENKAYA
19835,HASANﬁEYH
19836,KAYALI
19837,YATA–AN
19838,«OMAKLAR
19839,›K›PINAR
19840,HATUNSARAY
19841,KIZIL÷REN
19842,›NL›CE
19843,SA–LIK
19844,SEFAK÷Y
19845,KAVAK
19846,ALAKOVA
19847,BORUKTOLU
19848,BOYALI
19849,«OMAKLI
19850,KARAD›–›NDERES›
19851,PAMUK«U
19852,YEN›BAH«E
19853,ALAVARDI
19854,ALPASLAN
19855,AﬁKAN
19856,AYANBEY
19857,DURUNDAY
19858,HARMANCIK
19859,BAH«EﬁEH›R
19860,HATIP
19861,HAVZAN
19862,KARAH‹Y‹K
19863,KOZA–A«
19864,K÷Y«E–›Z
19865,LALEBAHCE
19866,MEL›KﬁAH
19867,ATEﬁBAZ-I VEL›
19868,OSMANGAZ›
19869,P›REB›
19870,UZUNHARMANLAR
19871,YAKA
19872,YEN›ﬁEH›R
19873,G÷DENE
19874,AL› ULV› KURUCU
19875,«AYBAﬁI
19876,SAH›BATA
19877,KONEV›
19878,AYDO–DU
19879,ULUIRMAK
19880,AYMANAS
19881,ULU–BEY
19882,HAD›M›
19883,DERE
19884,KOVANA–ZI
19885,YAYLAPINAR
19886,KAﬁINHANI
19887,«ARIKLAR
19888,KARAD›–›N
19889,KURﬁUNLU
19890,BAﬁH‹Y‹K
19891,«EﬁMEL›SEB›L
19892,G÷ZL‹
19893,KADIO–LU
19894,LAD›K
19895,BATI›STASYON
19896,DO–U›STASYON
19897,FAT›H
19898,HAT›P
19899,›NL›
19900,SARA«
19901,SEL›M›YE
19902,YUKARI
19903,BAH«ESARAY
19904,BOYALI
19905,B‹Y‹KZENG›
19906,DE–›RMENL›
19907,ERTUGRUL
19908,KARABIYIK
19909,KARATEPE
19910,KAYI÷REN
19911,KONAR
19912,KUYULUSEB›L
19913,÷ZKENT
19914,YEN›CEKAYA
19915,BA–RIKURT
19916,B›«ER
19917,«ALDERE
19918,«ALTI
19919,«ANDIR
19920,E–R›BAYAT
19921,G‹VEN«
19922,KALEK÷Y
19923,KARA÷MERLER
19924,KERVAN
19925,KINIK
19926,KIZILCAKUYU
19927,MEYDANK÷Y
19928,SARICALAR
19929,YAZIBELEN
19930,AKPINAR
19931,DA–DERE
19932,K‹«‹KMUHS›NE
19933,SELAHATT›N
19934,ULUMUHS›NE
19935,HOCAC›HAN
19936,HANAYBAﬁI
19937,HOROZLUHAN
19938,H‹SAMETT›N«ELEB›
19939,IﬁIKLAR
19940,KILIN«ASLAN
19941,MALAZG›RT
19942,MEHMET AK›F
19943,MUSALLA BA–LARI
19944,N›ﬁANTAﬁ
19945,AKADEM› 
19946,B›NKONUTLAR
19947,SAKARYA
19948,SEL«UK
19949,SELAHADD›N› EYYUB›
19950,S›LLE AK
19951,S›LLE 
19952,KOSOVA
19953,ﬁEKER 
19954,ﬁEYHﬁAM›L
19955,YAZIR
19956,BAﬁARAKAVAK
19957,SIZMA
19958,TEPEKENT
19959,PARSANA
19960,AKINCILAR
19961,AKﬁEMSETT›N
19962,AYDINLIKEVLER
19963,BED›R
19964,BEYHEK›M
19965,BOSNAHERSEK
19966,BUHARA
19967,SANCAK
19968,B‹Y‹KKAYACIK
19969,CUMHUR›YET
19970,DUMLUPINAR
19971,ERENK÷Y
19972,ESENLER
19973,FAT›H
19974,FERHUN›YE
19975,FER›TPAﬁA
19976,HACIKAYMAK
19977,AﬁA–IPINARBAﬁI-BUCAK
19978,DOKUZ
19979,SARAYK÷Y
19980,SULUTAﬁ
19981,TATK÷Y
19982,T÷MEK
19983,YUKARIPINARBAﬁI
19984,ARDI«LI
19985,›HSAN›YE
19986,B›LEC›K
19987,ALAYLAR B›R
19988,AK«ALAR
19989,BOSTANDERE
19990,GEVREKL›
19991,KESEC›K
19992,KETENL›
19993,ORTAKARA÷REN
19994,TARAﬁ«I
19995,«AVUﬁ
19996,AKTAﬁ
19997,ALAYLAR ›K›
19998,ANABA–LAR
19999,BAH«EL›EVLER
20000,DE–›RMENC›
20001,HACISEY›DAL›
20002,KARAKAVAK
20003,KIZILCALAR
20004,PINARBAﬁI
20005,SAADETLER
20006,SEY›DHARUN
20007,SOFUHANE
20008,STAD
20009,ULUKAPI
20010,YEN›CAM›
20011,AﬁA–IKARA÷REN
20012,BAﬁKARA÷REN
20013,BOYALI
20014,«ATK÷Y
20015,«ATMAKAYA
20016,D›K›L›TAﬁ
20017,G÷K«EH‹Y‹K
20018,G÷KH‹Y‹K
20019,G÷LY‹Z‹
20020,IRMAKLI
20021,›NCESU
20022,KARABULAK
20023,KAVAKK÷Y
20024,MADENL›
20025,KIZILCA
20026,KUMLUCA
20027,KURAN
20028,MESUD›YE
20029,MURAD›YE
20030,SUSUZ
20031,TAﬁA–IL
20032,YAYLACIK
20033,YEN›CE
20034,B‹K«E
20035,KARACA÷REN
20036,KOZLU
20037,O–LAK«I
20038,SARAYCIK
20039,TEPEC›K
20040,TOLK÷Y
20041,UFACIK
20042,KE«›MEN
20043,KONGUL
20044,SAZAK
20045,BEKTAﬁ
20046,HIRA
20047,ﬁIHLAR
20048,AFﬁAR YUKARI 
20049,BALCILAR ORTA
20050,BOLAY
20051,«ETM› C÷MEﬁPINAR
20052,ILICAPINAR
20053,AFﬁAR TEPEC›K
20054,BALCILAR VEL›LER
20055,BALCILAR YUKARI
20056,«ETM› YEN›
20057,AﬁA–I
20058,ORTA
20059,PAZAR
20060,YUKARI
20061,«÷–‹RL‹
20062,ERDO–DU
20063,G‹RSU
20064,KONARI
20065,KORAﬁI
20066,K÷KL‹CE
20067,KUNDULLU
20068,MEVL‹TL‹
20069,PAZARKAYA
20070,SUBATAN
20071,DURSUNLU
20072,ARAS÷–‹T
20073,SARAYK÷Y
20074,AﬁA–I
20075,YUKARI
20076,ESENTEPE
20077,EﬁME
20078,FAT›H
20079,KARATAﬁ
20080,SEL«UK
20081,YEN›
20082,P›R›BEYL›
20083,KO«YAZI
20084,SARAY
20085,TURGUT
20086,KUZ÷REN
20087,S‹L‹KL‹
20088,ALTIN÷Z
20089,AYRITEPE
20090,B÷–R‹DEL›K
20091,CEBRA›L
20092,HACIFAKILI
20093,›MAMO–LU
20094,KARAYAYLA
20095,KARGALI
20096,KURTUﬁA–I
20097,MEﬁEL›K
20098,ODABAﬁI
20099,SERTLER
20100,SIRAM
20101,YEﬁ›LYAYLA
20102,BEﬁIﬁIKLI
20103,«AYIRBAﬁI
20104,HACI÷MERO–LU
20105,HATIRLI
20106,ORTAKIﬁLA
20107,÷ZYAYLA
20108,SEV›N«
20109,S›NANLI
20110,E–R›KUYU
20111,HARUNLAR
20112,HURSUNLU
20113,KILLAR
20114,KUYUBAﬁI
20115,YAVAﬁLI
20116,YEﬁ›LOBA
20117,YI–AR
20118,BOZBAY
20119,CUMHUR›YET
20120,H‹RR›YET
20121,›ST›KLAL
20122,YEN›
20123,CUMHUR›YET
20124,H‹RR›YET
20125,PINARBAﬁI
20126,YALNIZSARAY
20127,CERELLER
20128,KEMALLER
20129,MEYDAN
20130,YUKARI
20131,CUMHUR›YET
20132,K‹«‹KLER
20133,OSMANLI
20134,ILICAKSU
20135,CUMHUR›YET
20136,HASANTEPE
20137,H›SAR
20138,KARﬁIYAKA
20139,CAFERGAZ›
20140,CUMHUR›YET
20141,TURGUT ÷ZAL
20142,ZAFER
20143,AKPINAR
20144,CUMHUR›YET
20145,DERE
20146,ESENTEPE
20147,HAMAM
20148,KAPAKLICA
20149,KAYNARCA
20150,«ALCAA–IL
20151,CAM›KEB›R
20152,H›SAR
20153,›SMETPAﬁA
20154,KURTULUﬁ
20155,PARK
20156,SABIRGAZ›
20157,AK«AALAN
20158,ERGENEKON
20159,DAYINLAR
20160,GAZ›KEMAL
20161,KIZILTEPE
20162,KUMTAﬁ
20163,MUH›PLER
20164,÷ZYURT
20165,SALUR
20166,SAYGILAR
20167,ULUOYMAK
20168,UMURBEY
20169,HACIBABA
20170,G‹NEY
20171,KUZEY
20172,HAMZABEY
20173,YEN›
20174,G÷LC‹K
20175,›BRAH›MKAHYA
20176,82.YIL
20177,CUMHUR›YET
20178,KARﬁIYAKA
20179,ﬁEH›TLER
20180,YEN›DO–AN
20181,YEﬁ›LH›SAR
20182,AL›PAﬁA
20183,BAH«EL›EVLER
20184,BALIKLI
20185,B÷REK«›LER
20186,CED›T
20187,CEMALETT›N
20188,CUMHUR›YET
20189,EVL›YA«ELEB›
20190,FAT›H
20191,FUATPAﬁA
20192,GAYB›EFEND›
20193,GAZ› KEMAL
20194,G‹LTEPE
20195,HACIAZ›ZLER
20196,HAM›D›YE
20197,›ST›KLAL
20198,LALA H‹SEY›N PAﬁA
20199,MALTEPE
20200,MARUF
20201,MEC›D›YE
20202,MEYDAN
20203,M‹DERR›S
20204,OKMEYDANI
20205,OSMANGAZ›
20206,30.08.2025
20207,PAﬁAM SULTAN
20208,P›RLER
20209,SARAY
20210,SERV›
20211,SULTANBA–
20212,VEFA
20213,YEN›DO–AN
20214,75. YIL
20215,YILDIRIMBEYAZIT
20216,YUNUS EMRE
20217,100. YIL
20218,ZAFER TEPE
20219,Z›RAAT
20220,›SH¬K SEYD›
20221,DUMLUPINAR
20222,MEHMET AK›F ERSOY
20223,A–A«K÷Y
20224,AYDO–DU
20225,ALAYUNT
20226,«ALCA
20227,B÷L‹CEK
20228,G‹VE««›
20229,›K›ZH‹Y‹K
20230,›NK÷Y
20231,KUMARI
20232,K›RAZPINAR
20233,KIRKILLI
20234,OK«U
20235,SOFU
20236,PARMAK÷REN
20237,S›NER
20238,YEN›BOSNA
20239,PERL›
20240,ZI–RA
20241,ﬁA›R ﬁEYH› DUMLUPINAR
20242,ANDIZ
20243,C›VL›
20244,ENNE
20245,GEVEN
20246,YONCALI
20247,AKKENT
20248,H›LALKENT
20249,BOZCAH÷Y‹K
20250,G‹LTEPE
20251,SEY›TLER
20252,ADNAN MENDERES
20253,ATAT‹RK
20254,AYVALI
20255,HOCA AHMET YESEV›
20256,FAT›H
20257,TURGUT ÷ZAL
20258,YAKUPLAR ATAT‹RK
20259,YAKUPLAR FAT›H
20260,BO–AZK÷Y
20261,CEV›ZL›K
20262,KINIK
20263,SAVCILAR
20264,CAM›KEB›R
20265,CUMHUR›YET
20266,KARACALAR
20267,DEM›R
20268,DEM›RC›
20269,«AYS›MAV
20270,÷REYLER
20271,G‹M‹ﬁSU
20272,CUMA
20273,FAT›H
20274,DERE
20275,KADILAR
20276,KAYA
20277,YEN›
20278,FAT›H
20279,CUMHUR›YET
20280,HAMZABEY
20281,YEﬁ›LOVA
20282,HACIAHMETO–LU
20283,«AVDIR
20284,DE–›RMENC›LER
20285,04.09.2025
20286,ESENEVLER
20287,FAT›H
20288,H›SARARDI
20289,KARAK‹R
20290,KARﬁIYAKA
20291,KEKL›KTEPE
20292,MURADINLAR
20293,SIRAPAYAM
20294,TABAKHANE
20295,TEPEC›K
20296,YEN›
20297,101 EVLER
20298,BEYCE
20299,CUMA
20300,HACIHASANLAR
20301,KALABAK
20302,KARAA–IL
20303,KARACADERBENT
20304,PAZAR
20305,SUBAﬁI
20306,T‹REG‹N
20307,«IVGALAR
20308,KADI
20309,MERKEZ
20310,KARAﬁEH›R
20311,KIﬁLA
20312,SOLU–ANLAR
20313,G‹ZELYURT
20314,KOCAPINAR
20315,÷REN
20316,ADA
